id,ad_ry_mean,md_ry_mean,bt_ry_mean
1629,130,119,139
1630,603,539,625
1631,355,281,381
1632,128,116,116
1633,969,699,983
1634,711,545,744
1635,1193,818,1200
1636,368,282,394
1637,614,501,625
1638,302,231,314
1639,1338,976,1347
1640,389,335,390
1641,1096,764,1108
1642,1261,848,1287
1643,793,633,786
1644,545,430,564
1645,621,502,725
1646,300,264,349
1647,396,341,409
1648,353,294,352
1649,368,324,388
1650,344,280,370
1651,374,400,368
1652,250,266,242
1653,344,353,325
1654,440,432,444
1655,397,409,430
1656,431,422,420
1657,633,632,646
1658,414,430,413
1659,191,194,212
1660,93,89,92
1661,883,831,860
1662,180,188,187
1663,812,814,870
1664,561,559,581
1665,382,386,398
1666,184,171,198
1667,235,251,247
1668,145,130,152
1669,127,137,130
1670,226,235,220
1671,299,307,317
1672,93,92,85
1673,37,37,34
1674,851,831,819
1675,587,508,521
1676,165,154,162
1677,1808,1482,1712
1678,254,267,255
1679,1774,1515,1807
1680,698,600,594
1681,916,778,868
1682,245,221,262
1683,643,537,625
1684,208,203,205
1685,2088,1683,2119
1686,1043,927,1064
1687,463,422,473
1688,294,313,314
1689,598,613,664
1690,333,340,350
1691,755,641,654
1692,177,158,174
1693,440,430,449
1694,900,753,819
1695,433,434,436
1696,559,544,552
1697,305,278,305
1698,178,168,176
1699,1025,944,1034
1700,980,856,897
1701,1387,1203,1368
1702,595,590,572
1703,477,417,464
1704,237,215,237
1705,1986,1569,1885
1706,513,522,498
1707,1689,1394,1739
1708,1494,1208,1477
1709,826,744,805
1710,505,427,487
1711,651,562,679
1712,441,416,454
1713,256,255,261
1714,426,396,400
1715,585,579,609
1716,194,183,181
1717,162,178,166
1718,460,476,406
1719,401,385,375
1720,80,72,73
1721,652,655,670
1722,549,579,520
1723,1562,1513,1649
1724,857,788,755
1725,224,208,232
1726,146,152,156
1727,676,720,720
1728,200,186,192
1729,1790,1757,1851
1730,947,953,996
1731,355,330,361
1732,138,143,141
1733,250,279,259
1734,175,159,181
1735,504,513,449
1736,165,165,162
1737,439,463,427
1738,388,398,338
1739,209,206,214
1740,305,294,300
1741,392,385,379
1742,727,705,708
1743,699,719,701
1744,400,388,370
1745,1088,1086,1077
1746,404,389,367
1747,532,531,513
1748,186,165,170
1749,888,904,893
1750,222,205,206
1751,1214,1240,1227
1752,955,942,956
1753,552,523,529
1754,364,353,352
1755,313,316,303
1756,331,281,336
1757,637,643,587
1758,328,319,322
1759,563,576,578
1760,737,749,698
1761,156,172,169
1762,159,165,149
1763,62,60,56
1764,98,96,93
1765,235,216,216
1766,220,217,225
1767,321,317,286
1768,59,53,54
1769,249,250,238
1770,93,103,89
1771,419,437,402
1772,147,149,138
1773,239,221,215
1774,211,188,180
1775,416,395,385
1776,162,155,159
1777,170,170,171
1778,132,140,130
1779,109,96,100
1780,107,108,101
1781,96,95,96
1782,77,80,76
1783,255,231,240
1784,291,287,293
1785,283,254,277
1786,192,192,203
1787,969,846,955
1788,665,594,616
1789,1015,826,998
1790,296,278,284
1791,442,343,410
1792,174,179,188
1793,1634,1251,1467
1794,288,300,304
1795,1610,1183,1559
1796,1205,955,1196
1797,938,789,927
1798,381,367,377
1799,323,339,363
1800,282,272,300
1801,366,359,360
1802,256,244,255
1803,328,309,333
1804,304,286,297
1805,464,447,513
1806,233,216,260
1807,217,171,205
1808,308,260,283
1809,473,389,469
1810,405,369,443
1811,1026,799,1013
1812,197,159,215
1813,418,342,405
1814,163,128,148
1815,1496,1281,1494
1816,248,210,246
1817,931,734,898
1818,727,543,736
1819,1044,959,1032
1820,264,245,304
1821,236,230,285
1822,271,242,294
1823,236,191,208
1824,106,103,108
1825,274,254,306
1826,238,171,219
1827,49,46,47
1828,64,59,69
1829,57,59,53
1830,58,58,62
1831,87,117,94
1832,148,172,164
1833,335,373,302
1834,121,132,119
1835,61,87,63
1836,66,63,74
1837,150,164,131
1838,60,59,62
1839,295,371,294
1840,189,229,170
1841,77,79,63
1842,86,96,96
1843,84,106,97
1844,52,50,55
1845,69,80,73
1846,69,74,77
1847,70,90,82
1848,62,71,66
1849,599,567,574
1850,187,196,199
1851,78,89,87
1852,467,463,457
1853,496,529,515
1854,276,271,273
1855,444,452,430
1856,97,124,107
1857,728,772,777
1858,130,150,142
1859,1172,1105,1093
1860,153,173,163
1861,298,321,300
1862,253,254,241
1863,1020,983,995
1864,289,274,270
1865,231,233,221
1866,315,297,323
1867,226,208,214
1868,210,210,218
1869,202,198,210
1870,80,92,87
1871,194,212,188
1872,106,125,109
1873,59,69,55
1874,157,185,156
1875,207,229,199
1876,119,137,123
1877,189,215,176
1878,59,74,62
1879,289,366,277
1880,67,82,68
1881,497,606,492
1882,97,114,94
1883,143,169,142
1884,121,145,124
1885,427,517,414
1886,151,160,146
1887,112,134,112
1888,146,166,145
1889,89,104,83
1890,88,106,97
1891,95,122,100
1892,49,58,51
1893,442,446,421
1894,179,197,191
1895,93,108,97
1896,620,634,557
1897,354,373,351
1898,200,192,193
1899,321,358,320
1900,118,137,121
1901,590,693,586
1902,117,142,130
1903,767,868,755
1904,131,153,137
1905,232,253,235
1906,238,255,220
1907,660,748,647
1908,285,275,261
1909,196,195,184
1910,262,290,255
1911,214,220,204
1912,162,185,172
1913,179,193,184
1914,86,100,88
1915,96,128,104
1916,37,52,39
1917,18,22,18
1918,62,79,72
1919,70,95,82
1920,49,69,60
1921,106,142,115
1922,21,28,23
1923,98,137,99
1924,23,34,24
1925,255,335,275
1926,25,36,26
1927,69,95,77
1928,54,72,61
1929,193,279,196
1930,43,60,46
1931,35,50,42
1932,30,44,33
1933,31,45,34
1934,25,40,25
1935,38,53,47
1936,17,23,17
1937,242,250,250
1938,119,148,137
1939,90,119,97
1940,278,330,281
1941,265,333,300
1942,184,219,187
1943,270,365,276
1944,88,113,94
1945,320,378,362
1946,74,89,77
1947,606,633,613
1948,101,119,103
1949,255,339,292
1950,209,249,204
1951,599,616,584
1952,184,216,194
1953,170,228,190
1954,136,156,149
1955,188,224,196
1956,102,109,103
1957,174,208,197
1958,85,98,85
1959,194,182,192
1960,78,91,80
1961,65,80,70
1962,144,141,132
1963,195,220,195
1964,141,133,132
1965,237,262,225
1966,63,70,62
1967,275,292,262
1968,63,77,64
1969,524,547,501
1970,90,105,94
1971,198,226,194
1972,141,152,137
1973,452,467,423
1974,183,187,175
1975,137,134,128
1976,127,139,126
1977,73,77,67
1978,54,64,57
1979,100,102,94
1980,48,50,45
1981,199,212,208
1982,117,129,122
1983,66,72,68
1984,379,380,378
1985,245,249,254
1986,145,138,142
1987,240,260,247
1988,61,65,62
1989,421,436,417
1990,81,94,86
1991,516,553,546
1992,93,102,95
1993,227,232,231
1994,174,174,180
1995,489,472,461
1996,175,180,188
1997,157,164,172
1998,121,128,128
1999,149,143,138
2000,88,90,93
2001,122,123,126
2002,58,67,62
2003,296,319,292
2004,142,158,150
2005,42,55,45
2006,339,322,328
2007,305,325,333
2008,209,232,218
2009,249,290,270
2010,60,72,58
2011,559,654,577
2012,96,125,99
2013,726,763,691
2014,97,118,93
2015,249,257,247
2016,215,231,207
2017,809,881,825
2018,174,192,173
2019,187,214,186
2020,214,227,214
2021,143,153,135
2022,127,140,133
2023,144,151,145
2024,42,50,40
2025,113,119,106
2026,319,289,313
2027,118,118,125
2028,66,67,59
2029,280,284,296
2030,593,624,604
2031,971,902,947
2032,200,178,193
2033,1114,1073,1102
2034,442,460,472
2035,857,776,838
2036,258,263,264
2037,764,695,768
2038,1793,1585,1819
2039,365,345,337
2040,197,197,201
2041,276,299,312
2042,202,204,209
2043,317,297,283
2044,109,110,106
2045,221,206,219
2046,307,305,290
2047,209,221,217
2048,124,137,131
2049,177,192,172
2050,57,55,60
2051,274,284,294
2052,186,204,175
2053,441,461,422
2054,109,115,108
2055,80,83,86
2056,77,74,75
2057,644,717,585
2058,117,133,129
2059,312,330,303
2060,293,315,273
2061,311,326,305
2062,103,108,98
2063,150,194,156
2064,111,122,114
2065,63,61,62
2066,90,94,89
2067,309,390,323
2068,74,74,70
2069,175,175,163
2070,104,136,101
2071,48,69,47
2072,71,81,67
2073,108,161,117
2074,64,102,69
2075,142,216,155
2076,45,64,43
2077,58,93,59
2078,36,49,35
2079,250,340,234
2080,39,54,38
2081,123,158,117
2082,93,134,97
2083,143,163,122
2084,54,68,51
2085,71,113,75
2086,60,77,55
2087,36,48,36
2088,58,67,52
2089,71,106,78
2090,33,42,33
2091,191,182,198
2092,105,94,102
2093,116,124,114
2094,439,387,399
2095,337,358,344
2096,214,197,216
2097,572,628,547
2098,209,219,213
2099,787,791,794
2100,222,240,234
2101,733,685,696
2102,199,197,199
2103,434,474,431
2104,233,235,229
2105,634,599,626
2106,332,332,319
2107,300,314,300
2108,478,425,469
2109,270,253,275
2110,255,237,252
2111,170,168,175
2112,122,122,123
2113,161,162,170
2114,275,251,274
2115,311,278,331
2116,427,344,370
2117,525,452,502
2118,182,146,178
2119,508,454,499
2120,282,238,293
2121,776,771,815
2122,224,215,247
2123,565,558,550
2124,203,193,207
2125,687,623,697
2126,451,374,428
2127,441,445,442
2128,599,498,610
2129,306,262,305
2130,299,263,316
2131,479,429,498
2132,335,311,331
2133,359,314,352
2134,291,263,301
2135,71,80,69
2136,100,126,114
2137,78,93,81
2138,68,69,67
2139,166,190,168
2140,117,133,117
2141,177,235,186
2142,74,101,82
2143,277,344,288
2144,97,118,96
2145,366,435,388
2146,128,159,130
2147,178,225,183
2148,228,268,218
2149,295,345,308
2150,111,125,111
2151,143,178,150
2152,133,146,128
2153,114,122,100
2154,92,103,93
2155,75,93,84
2156,67,83,70
2157,237,224,199
2158,290,267,251
2159,302,277,278
2160,224,206,210
2161,678,560,627
2162,461,407,377
2163,1375,1121,1343
2164,695,621,578
2165,3197,2381,3027
2166,1006,921,880
2167,1629,1363,1637
2168,607,556,547
2169,1403,1115,1366
2170,984,807,958
2171,948,798,927
2172,568,480,527
2173,725,653,768
2174,663,696,758
2175,993,984,943
2176,431,386,369
2177,265,243,249
2178,513,533,485
2179,175,186,190
2180,316,300,283
2181,212,190,207
2182,247,287,256
2183,330,303,323
2184,294,276,293
2185,690,591,687
2186,284,246,288
2187,1229,1095,1225
2188,253,239,227
2189,707,716,707
2190,252,237,221
2191,717,626,710
2192,746,614,676
2193,591,574,575
2194,611,500,592
2195,352,296,355
2196,364,344,380
2197,478,445,479
2198,137,136,136
2199,270,268,277
2200,343,312,333
2201,109,117,107
2202,173,186,176
2203,144,144,144
2204,94,96,88
2205,231,207,206
2206,194,176,194
2207,331,312,312
2208,136,129,138
2209,745,798,729
2210,159,167,166
2211,492,532,498
2212,154,162,165
2213,326,329,325
2214,322,305,304
2215,424,453,413
2216,356,342,354
2217,177,173,188
2218,237,249,248
2219,198,187,205
2220,101,109,103
2221,114,121,118
2222,135,137,135
2223,103,129,122
2224,26,36,25
2225,29,42,38
2226,129,173,163
2227,55,69,61
2228,65,80,69
2229,161,196,172
2230,75,105,66
2231,416,576,447
2232,24,31,23
2233,283,324,280
2234,41,57,49
2235,201,233,208
2236,100,139,108
2237,242,263,219
2238,55,65,47
2239,43,53,39
2240,70,91,89
2241,94,125,95
2242,30,46,39
2243,24,32,25
2244,47,78,58
2245,131,141,129
2246,214,206,202
2247,100,99,102
2248,95,109,102
2249,254,224,247
2250,162,155,171
2251,343,332,348
2252,150,134,148
2253,1263,1241,1168
2254,173,167,172
2255,429,477,458
2256,133,142,139
2257,365,319,353
2258,265,243,272
2259,479,499,500
2260,232,212,245
2261,192,188,205
2262,328,316,348
2263,226,211,236
2264,122,129,122
2265,127,125,126
2266,116,112,117
2267,163,183,174
2268,82,91,85
2269,103,104,99
2270,248,256,263
2271,181,156,161
2272,139,136,146
2273,413,423,418
2274,186,217,192
2275,888,923,940
2276,85,85,83
2277,518,552,519
2278,108,108,104
2279,449,460,440
2280,246,239,233
2281,593,640,653
2282,184,198,199
2283,180,210,189
2284,219,228,241
2285,310,355,342
2286,102,110,107
2287,121,122,111
2288,177,192,177
2289,164,186,146
2290,51,62,45
2291,39,50,37
2292,260,314,251
2293,138,184,141
2294,58,75,59
2295,124,176,135
2296,37,42,34
2297,199,310,193
2298,42,55,43
2299,180,265,170
2300,45,61,43
2301,95,139,100
2302,71,110,77
2303,69,117,75
2304,75,98,75
2305,67,96,69
2306,64,91,63
2307,68,98,69
2308,78,129,81
2309,100,128,101
2310,47,65,47
2311,72,73,61
2312,68,84,65
2313,40,41,40
2314,26,36,34
2315,89,124,92
2316,126,158,136
2317,211,267,206
2318,64,66,60
2319,208,250,218
2320,49,52,53
2321,290,358,298
2322,107,125,102
2323,150,202,164
2324,221,276,220
2325,298,378,312
2326,98,113,99
2327,87,102,88
2328,86,106,89
2329,57,64,55
2330,27,34,31
2331,64,79,62
2332,33,40,36
2333,26,32,25
2334,49,63,42
2335,24,32,22
2336,26,35,29
2337,65,83,61
2338,58,86,57
2339,119,180,120
2340,19,26,20
2341,23,32,24
2342,20,24,21
2343,98,125,89
2344,47,61,42
2345,103,127,96
2346,67,94,63
2347,103,131,94
2348,65,91,62
2349,68,92,71
2350,37,47,38
2351,44,66,41
2352,20,31,22
2353,43,62,49
2354,28,35,27
2355,138,151,149
2356,68,82,79
2357,55,50,52
2358,77,84,76
2359,267,288,306
2360,280,309,290
2361,357,375,393
2362,67,80,78
2363,361,381,354
2364,95,103,104
2365,932,978,964
2366,168,196,197
2367,291,297,309
2368,598,620,600
2369,591,593,622
2370,201,215,218
2371,183,216,211
2372,203,218,227
2373,72,81,79
2374,163,171,164
2375,103,115,111
2376,56,56,49
2377,34,32,31
2378,197,199,178
2379,287,265,253
2380,56,54,47
2381,394,440,414
2382,216,248,220
2383,814,824,742
2384,557,522,471
2385,274,254,244
2386,195,182,201
2387,347,346,288
2388,143,141,126
2389,1207,1308,1169
2390,598,588,522
2391,436,388,367
2392,118,122,106
2393,226,244,218
2394,178,166,163
2395,424,425,380
2396,98,90,93
2397,269,274,263
2398,312,320,299
2399,152,162,141
2400,153,173,154
2401,110,116,112
2402,120,131,114
2403,259,259,244
2404,332,325,300
2405,322,324,294
2406,113,112,116
2407,230,225,218
2408,99,119,105
2409,566,513,489
2410,212,215,220
2411,399,399,376
2412,494,453,428
2413,604,549,543
2414,211,202,201
2415,187,182,179
2416,153,174,148
2417,100,91,85
2418,109,111,100
2419,174,184,165
2420,71,74,67
2421,104,115,108
2422,122,143,137
2423,42,40,39
2424,37,35,36
2425,200,248,235
2426,185,216,208
2427,301,325,332
2428,61,63,60
2429,209,226,229
2430,76,89,85
2431,482,498,541
2432,111,114,105
2433,275,302,302
2434,262,301,289
2435,278,304,295
2436,120,123,130
2437,103,113,112
2438,142,167,157
2439,52,50,52
2440,79,95,80
2441,123,126,125
2442,42,43,40
2465,141,148,145
2466,108,116,108
2467,32,43,34
2468,57,53,51
2469,300,329,318
2470,257,309,275
2471,236,252,227
2472,48,57,48
2473,493,497,477
2474,105,138,110
2475,682,654,685
2476,141,166,156
2477,254,275,262
2478,286,325,310
2479,542,532,532
2480,193,218,199
2481,158,205,173
2482,230,236,247
2483,52,58,50
2484,153,166,150
2485,101,102,95
2486,41,53,42
2487,146,147,146
2488,164,186,172
2489,101,114,99
2490,201,232,200
2491,257,308,293
2492,124,122,117
2493,267,306,281
2494,105,109,101
2495,350,429,358
2496,97,114,105
2497,289,315,296
2498,89,99,88
2499,290,317,282
2500,223,248,231
2501,196,231,196
2502,156,163,161
2503,172,188,179
2504,104,114,106
2505,140,136,126
2506,156,181,166
2507,136,142,136
2508,137,164,145
2509,109,114,112
2510,121,136,136
2511,91,97,91
2512,65,67,61
2513,278,311,289
2514,354,425,374
2515,405,472,397
2516,119,132,126
2517,264,286,265
2518,140,169,156
2519,565,612,518
2520,142,172,152
2521,383,440,386
2522,661,722,641
2523,291,302,268
2524,140,164,144
2525,230,310,248
2526,177,194,199
2527,72,91,72
2528,147,161,141
2529,199,256,207
2530,65,71,61
2531,44,48,37
2532,66,81,58
2533,76,92,66
2534,32,35,34
2535,77,98,68
2536,70,91,71
2537,173,255,176
2538,60,66,49
2539,33,45,36
2540,29,30,31
2541,69,95,60
2542,61,78,52
2543,105,135,104
2544,147,215,148
2545,55,73,57
2546,72,89,72
2547,166,204,159
2548,38,40,35
2549,58,73,51
2550,65,74,57
2551,130,182,123
2552,57,71,51
2553,77,71,67
2554,216,233,237
2555,159,155,157
2556,75,75,65
2557,558,564,572
2558,145,154,160
2559,290,301,302
2560,359,363,347
2561,180,182,201
2562,102,103,110
2563,307,321,344
2564,124,130,128
2565,577,598,589
2566,387,385,386
2567,189,181,196
2568,110,121,120
2569,162,176,191
2570,87,89,92
2571,81,79,82
2572,251,257,277
2573,265,281,292
2574,83,84,88
2575,113,110,114
2576,341,315,340
2577,258,211,267
2578,106,104,103
2579,652,546,639
2580,248,194,232
2581,344,300,319
2582,221,179,213
2583,352,336,344
2584,129,123,128
2585,612,555,580
2586,143,141,141
2587,513,420,492
2588,580,445,524
2589,377,347,347
2590,207,167,196
2591,331,273,321
2592,159,137,151
2593,108,100,104
2594,459,413,447
2595,310,273,304
2596,104,92,104
2597,47,46,44
2598,533,732,582
2599,59,70,64
2600,69,70,65
2601,380,500,439
2602,101,111,110
2603,225,277,243
2604,93,114,87
2605,201,235,224
2606,35,38,36
2607,365,404,374
2608,57,67,65
2609,417,481,432
2610,431,510,451
2611,225,230,204
2612,149,174,155
2613,131,174,129
2614,81,81,84
2615,146,136,145
2616,388,390,374
2617,86,99,92
2618,40,45,40
2619,49,56,47
2620,124,146,125
2621,58,78,61
2622,55,62,59
2623,240,317,296
2624,68,95,76
2625,159,204,172
2626,96,118,92
2627,94,118,98
2628,67,96,74
2629,176,222,167
2630,62,83,62
2631,298,353,323
2632,204,241,191
2633,147,163,142
2634,50,63,50
2635,101,135,102
2636,60,65,53
2637,24,26,22
2638,190,224,183
2639,156,188,159
2640,19,23,18
2641,134,147,127
2642,56,63,61
2643,57,69,59
2644,38,41,37
2645,145,149,153
2646,209,230,210
2647,249,288,268
2648,83,96,92
2649,160,181,182
2650,77,89,87
2651,526,568,481
2652,152,169,153
2653,190,225,208
2654,477,476,427
2655,236,250,240
2656,152,154,158
2657,166,182,165
2658,73,78,80
2659,49,45,46
2660,56,65,54
2661,115,122,113
2662,17,23,19
2663,76,90,71
2664,71,87,74
2665,45,55,48
2666,73,87,72
2667,138,188,149
2668,92,123,93
2669,92,134,92
2670,32,37,35
2671,249,392,253
2672,80,117,91
2673,213,339,213
2674,55,71,58
2675,88,114,84
2676,78,108,79
2677,181,269,179
2678,117,148,114
2679,150,186,145
2680,67,88,63
2681,69,99,70
2682,72,89,79
2683,159,218,167
2684,46,58,49
2685,305,304,291
2686,308,311,321
2687,188,187,182
2688,317,332,313
2689,320,353,335
2690,163,157,156
2691,429,430,416
2692,208,215,214
2693,2154,1959,1898
2694,326,344,344
2695,604,637,608
2696,199,200,194
2697,318,317,312
2698,316,316,300
2699,609,606,589
2700,326,325,320
2701,307,310,297
2702,304,305,307
2703,639,667,625
2704,117,128,118
2705,327,314,316
2706,329,345,346
2707,391,387,399
2708,345,299,352
2709,243,229,255
2710,275,256,255
2711,689,573,726
2712,383,358,410
2713,1017,899,1062
2714,344,300,370
2715,5675,4440,6094
2716,856,753,902
2717,1814,1525,1883
2718,401,373,422
2719,908,782,958
2720,795,725,893
2721,1444,1309,1543
2722,613,559,596
2723,648,602,674
2724,1230,1133,1301
2725,1428,1309,1539
2726,248,243,269
2727,349,315,368
2728,722,608,769
2729,202,180,191
2730,330,333,349
2731,254,251,254
2732,356,363,372
2733,387,410,432
2734,153,141,152
2735,387,402,398
2736,210,212,209
2737,1598,1594,1553
2738,264,264,279
2739,406,445,440
2740,159,158,156
2741,393,414,406
2742,345,354,342
2743,391,398,405
2744,275,261,267
2745,281,271,284
2746,147,141,147
2747,549,604,560
2748,183,180,167
2749,221,230,222
2750,318,321,337
2751,231,268,256
2752,327,331,324
2753,190,194,183
2754,137,126,135
2755,407,372,368
2756,293,295,297
2757,597,580,588
2758,254,245,237
2759,3518,3468,3514
2760,500,456,470
2761,1067,1048,1090
2762,390,393,383
2763,526,495,487
2764,674,635,595
2765,1360,1330,1401
2766,560,561,554
2767,506,528,519
2768,692,662,698
2769,686,662,681
2770,196,189,182
2771,276,266,267
2772,431,383,437
2773,186,200,197
2774,1699,1518,1606
2775,579,537,565
2776,105,118,107
2777,1164,1128,1219
2778,1079,985,1100
2779,1861,1661,1919
2780,1226,1074,1232
2781,1183,1130,1296
2782,779,724,792
2783,1460,1276,1433
2784,703,602,695
2785,2386,1847,2104
2786,1995,1761,2099
2787,1030,918,1044
2788,851,732,840
2789,998,871,957
2790,457,416,458
2791,1128,979,1116
2792,253,240,263
2793,1092,988,1111
2794,811,750,780
2795,249,237,247
2796,432,380,458
2797,502,374,508
2798,85,85,85
2799,768,634,828
2800,701,616,716
2801,1328,976,1309
2802,489,391,486
2803,3330,2784,3146
2804,496,366,500
2805,1179,961,1125
2806,582,498,595
2807,1773,1193,1712
2808,1687,1206,1738
2809,760,697,719
2810,796,690,776
2811,950,822,1047
2812,314,277,328
2813,331,309,346
2814,440,391,450
2815,377,320,390
2816,502,388,521
2817,1300,1405,1251
2818,230,208,221
2819,231,244,235
2820,1440,1508,1342
2821,423,443,436
2822,508,555,489
2823,1248,1355,1275
2824,535,626,527
2825,1185,1246,1159
2826,147,150,139
2827,1368,1438,1383
2828,338,350,319
2829,965,990,965
2830,892,940,894
2831,1122,1074,1062
2832,387,399,372
2833,324,319,312
2834,428,458,414
2835,601,653,588
2836,202,192,197
2837,517,553,506
2838,426,484,408
2839,243,258,244
2840,67,92,72
2841,37,57,36
2842,48,60,44
2843,174,230,186
2844,228,323,219
2845,208,337,203
2846,50,65,45
2847,259,329,242
2848,82,117,84
2849,595,792,584
2850,182,259,184
2851,138,214,136
2852,196,291,185
2853,406,493,379
2854,170,230,165
2855,174,262,170
2856,92,126,85
2857,63,90,64
2858,69,96,67
2859,83,112,82
2860,28,38,28
2861,586,571,631
2862,286,268,293
2863,295,251,302
2864,364,378,401
2865,637,587,640
2866,647,569,663
2867,916,838,951
2868,384,325,384
2869,841,848,854
2870,309,277,317
2871,994,1052,1037
2872,683,615,691
2873,636,548,643
2874,890,751,888
2875,765,761,778
2876,799,686,802
2877,819,736,811
2878,331,314,359
2879,345,299,332
2880,304,289,310
2881,265,252,268
2882,213,187,224
2883,394,438,502
2884,227,221,244
2885,248,228,238
2886,79,77,82
2887,897,784,962
2888,1293,1046,1293
2889,1801,1676,1892
2890,435,412,458
2891,958,847,1036
2892,550,497,574
2893,2567,2242,2481
2894,968,903,1010
2895,1346,1131,1234
2896,1834,1610,1910
2897,1369,1273,1435
2898,725,710,802
2899,913,880,939
2900,540,553,615
2901,399,328,406
2902,239,229,253
2903,305,310,334
2904,167,151,160
2905,83,89,84
2906,285,297,293
2907,242,226,225
2908,174,195,181
2909,678,712,718
2910,445,442,471
2911,1122,1038,1077
2912,501,458,483
2913,856,823,856
2914,501,457,485
2915,736,677,711
2916,470,481,482
2917,863,831,847
2918,1089,1137,1114
2919,1394,1319,1286
2920,425,463,447
2921,581,632,580
2922,525,559,562
2923,224,223,233
2924,386,382,370
2925,628,608,541
2926,122,117,119
2927,59,57,55
2928,314,324,326
2929,290,296,269
2930,53,49,50
2931,549,556,573
2932,384,399,405
2933,934,933,917
2934,574,621,584
2935,778,782,800
2936,408,433,432
2937,585,560,590
2938,333,359,355
2939,1063,1048,1030
2940,887,863,855
2941,548,536,527
2942,341,372,356
2943,449,508,461
2944,240,276,245
2945,389,402,394
2946,255,251,242
2947,484,516,483
2948,302,320,289
2949,113,116,117
2950,679,594,689
2951,519,435,502
2952,104,113,102
2953,924,805,913
2954,727,675,807
2955,1204,988,1137
2956,630,496,610
2957,802,799,828
2958,550,466,570
2959,918,936,914
2960,586,513,587
2961,1348,1094,1315
2962,1173,932,1099
2963,787,764,795
2964,682,604,665
2965,662,613,714
2966,445,410,456
2967,415,379,400
2968,329,313,308
2969,534,486,520
2970,656,550,659
2971,221,208,225
2972,700,587,699
2973,624,472,657
2974,207,224,208
2975,1150,896,1223
2976,955,669,994
2977,1797,1415,1803
2978,572,443,573
2979,1389,1084,1316
2980,513,400,492
2981,1834,1643,1904
2982,650,524,636
2983,1431,1000,1452
2984,1830,1363,1843
2985,1131,952,1133
2986,881,636,911
2987,1024,807,1118
2988,453,410,464
2989,821,671,840
2990,427,388,419
2991,505,435,517
2992,617,478,629
2993,674,678,686
2994,385,383,380
2995,541,543,485
2996,941,945,860
2997,651,655,690
2998,629,653,631
2999,1102,1120,1054
3000,751,736,734
3001,415,439,420
3002,149,134,147
3003,1241,1197,1179
3004,345,324,362
3005,1271,1291,1237
3006,926,921,891
3007,678,640,613
3008,270,273,289
3009,393,421,423
3010,248,259,280
3011,191,195,191
3012,349,313,311
3013,510,508,508
3014,145,148,134
3015,70,66,64
3016,1255,1053,1206
3017,889,754,814
3018,270,219,217
3019,2270,1845,2319
3020,395,366,378
3021,2538,2234,2517
3022,953,793,889
3023,2047,1580,1844
3024,431,369,447
3025,811,670,782
3026,365,348,371
3027,2632,2175,2476
3028,1537,1344,1570
3029,714,604,691
3030,435,417,438
3031,1043,943,1083
3032,511,455,521
3033,1399,1184,1361
3034,248,229,264
3035,657,563,658
3036,1497,1232,1498
3037,1124,1079,1234
3038,768,609,729
3039,493,440,466
3040,641,559,515
3041,1758,1376,1731
3042,1536,1188,1460
3043,2260,1818,2167
3044,999,797,947
3045,1130,931,1117
3046,505,415,493
3047,3099,2405,2981
3048,1103,873,1075
3049,2409,1901,2246
3050,2739,2248,2831
3051,1521,1288,1463
3052,965,825,969
3053,1487,1121,1324
3054,838,700,769
3055,611,499,564
3056,564,532,561
3057,776,657,744
3058,319,280,325
3059,290,300,322
3060,573,563,546
3061,660,670,609
3062,112,110,116
3063,1060,1048,1114
3064,881,872,914
3065,2626,2378,2665
3066,1298,1246,1194
3067,496,481,516
3068,249,252,252
3069,1207,1110,1239
3070,418,364,395
3071,2860,2763,3021
3072,1712,1609,1719
3073,614,555,614
3074,235,247,253
3075,375,433,431
3076,332,330,340
3077,933,859,921
3078,230,242,249
3079,699,735,711
3080,812,756,767
3081,361,350,359
3082,460,461,490
3083,570,576,580
3084,1119,1089,1077
3085,930,907,963
3086,612,628,636
3087,1690,1689,1643
3088,551,570,577
3089,916,880,911
3090,292,278,279
3091,1287,1203,1273
3092,395,420,431
3093,1700,1690,1678
3094,1467,1458,1498
3095,884,825,864
3096,548,554,562
3097,481,503,521
3098,513,494,531
3099,929,901,990
3100,387,378,394
3101,621,629,642
3102,1229,1216,1265
3103,247,267,245
3104,220,241,221
3105,91,92,83
3106,118,121,109
3107,281,298,272
3108,307,323,319
3109,490,500,465
3110,68,74,71
3111,480,490,435
3112,118,141,116
3113,538,611,520
3114,236,262,231
3115,329,311,292
3116,293,276,257
3117,585,579,549
3118,245,251,242
3119,281,317,302
3120,175,214,186
3121,174,172,168
3122,139,142,122
3123,113,127,113
3124,111,121,114
3125,405,348,433
3126,461,401,467
3127,461,400,452
3128,342,304,378
3129,1410,1164,1479
3130,919,859,1000
3131,1604,1389,1683
3132,517,468,528
3133,938,753,1044
3134,324,291,330
3135,1772,1440,1777
3136,495,437,524
3137,2058,1682,2061
3138,1788,1568,1914
3139,1311,1133,1369
3140,501,469,531
3141,679,598,744
3142,520,487,566
3143,747,669,758
3144,342,304,356
3145,428,388,442
3146,695,603,771
3147,1034,838,1084
3148,320,234,320
3149,313,217,311
3150,589,447,615
3151,582,442,587
3152,622,528,652
3153,1679,1180,1694
3154,300,203,309
3155,727,572,675
3156,256,187,255
3157,1805,1498,1901
3158,401,295,394
3159,1261,862,1311
