id,ad_ry_mean,md_ry_mean,bt_ry_mean
1627,369,421,389
1628,361,374,288
1629,178,162,214
1630,872,844,825
1631,483,469,523
1632,127,109,187
1633,970,982,1015
1634,996,1001,922
1635,1185,1183,1531
1636,511,468,559
1637,747,676,1156
1638,440,406,412
1639,1430,1387,1482
1640,556,511,603
1641,1174,1056,1243
1642,1293,1424,1573
1643,825,747,1063
1644,761,762,765
1645,860,871,851
1646,403,409,477
1647,476,484,573
1648,493,457,452
1649,470,467,600
1650,454,457,484
1651,369,362,289
1652,254,273,228
1653,300,293,291
1654,481,514,408
1655,414,451,435
1656,424,414,440
1657,675,632,755
1658,414,402,357
1659,235,240,347
1660,81,87,103
1661,882,917,826
1662,168,175,212
1663,846,850,787
1664,627,642,697
1665,388,370,506
1666,165,174,215
1667,256,258,271
1668,130,153,189
1669,94,100,128
1670,221,222,199
1671,288,298,298
1672,67,68,90
1673,40,36,59
1674,912,884,745
1675,590,553,574
1676,177,174,206
1677,1298,1160,1218
1678,250,266,310
1679,1591,1625,2020
1680,742,716,819
1681,820,676,1182
1682,284,279,250
1683,667,725,703
1684,243,244,293
1685,2047,1859,2056
1686,1040,1092,1255
1687,506,489,538
1688,349,357,368
1689,662,669,708
1690,356,372,388
1691,718,736,883
1692,170,180,204
1693,447,455,536
1694,1076,980,928
1695,495,496,481
1696,657,703,720
1697,410,364,454
1698,168,167,220
1699,785,696,981
1700,1081,1102,1209
1701,1318,1482,1985
1702,626,586,914
1703,495,365,995
1704,341,324,396
1705,1346,1209,1936
1706,589,592,811
1707,1780,1718,2020
1708,1126,1118,1890
1709,844,819,1092
1710,559,532,747
1711,725,730,923
1712,517,508,661
1713,321,308,478
1714,494,460,489
1715,632,609,867
1716,255,248,315
1717,183,184,191
1718,427,432,439
1719,360,341,400
1720,82,76,99
1721,724,798,622
1722,514,551,575
1723,1532,1693,1941
1724,796,793,896
1725,319,283,364
1726,155,157,174
1727,768,816,717
1728,169,197,223
1729,1910,1890,1976
1730,904,1052,1204
1731,314,322,423
1732,143,147,198
1733,271,289,295
1734,185,200,220
1735,420,426,532
1736,180,198,194
1737,451,464,495
1738,337,346,354
1739,185,194,192
1740,305,299,256
1741,348,336,323
1742,741,610,528
1743,788,884,644
1744,396,409,352
1745,1004,975,974
1746,312,336,302
1747,615,567,707
1748,144,142,163
1749,918,1030,838
1750,188,203,218
1751,1097,1107,919
1752,974,1037,906
1753,503,508,637
1754,286,322,305
1755,277,291,279
1756,272,300,287
1757,468,507,469
1758,307,320,262
1759,448,465,451
1760,582,629,464
1761,258,232,224
1762,228,221,211
1763,84,74,118
1764,95,89,149
1765,261,246,307
1766,309,278,311
1767,347,351,479
1768,75,64,109
1769,306,305,470
1770,124,126,146
1771,509,554,545
1772,220,190,233
1773,280,260,351
1774,237,222,298
1775,469,459,561
1776,244,230,248
1777,248,238,271
1778,187,198,215
1779,117,134,183
1780,146,167,170
1781,134,150,184
1782,117,101,132
1783,258,240,375
1784,352,360,426
1785,290,292,407
1786,153,140,271
1787,889,847,1081
1788,749,752,925
1789,845,823,1505
1790,319,324,476
1791,446,376,936
1792,216,206,287
1793,1500,1367,1923
1794,343,352,492
1795,1542,1269,1923
1796,1059,1110,1878
1797,1020,933,1372
1798,428,463,578
1799,371,391,548
1800,322,334,427
1801,406,432,602
1802,261,258,320
1803,321,336,545
1804,371,368,440
1805,411,469,393
1806,161,177,211
1807,156,156,204
1808,292,318,259
1809,409,424,476
1810,363,369,436
1811,923,917,1186
1812,120,125,190
1813,494,418,635
1814,106,110,152
1815,1439,1403,1366
1816,146,175,214
1817,991,962,1009
1818,660,705,906
1819,1111,1058,1098
1820,220,249,292
1821,201,206,271
1822,204,235,269
1823,138,148,230
1824,71,74,112
1825,204,232,292
1826,151,148,189
1827,22,15,32
1828,31,27,46
1829,43,33,48
1830,24,19,41
1831,71,74,81
1832,123,103,137
1833,307,290,279
1834,108,98,98
1835,50,45,77
1836,35,26,48
1837,108,107,114
1838,33,26,49
1839,261,236,234
1840,155,133,160
1841,40,32,66
1842,57,62,79
1843,68,69,81
1844,21,18,39
1845,52,42,60
1846,37,28,47
1847,48,46,65
1848,47,35,49
1849,607,594,413
1850,187,178,186
1851,67,66,91
1852,507,493,360
1853,537,531,464
1854,265,251,255
1855,434,428,457
1856,114,109,120
1857,985,854,831
1858,132,126,144
1859,1093,1188,911
1860,155,153,184
1861,298,280,308
1862,239,235,279
1863,1000,975,832
1864,267,255,252
1865,249,243,255
1866,331,324,299
1867,205,188,195
1868,217,206,197
1869,196,188,218
1870,79,80,99
1871,184,191,209
1872,104,102,113
1873,61,64,67
1874,168,153,174
1875,212,233,256
1876,128,125,153
1877,197,197,254
1878,58,57,69
1879,355,319,408
1880,64,70,72
1881,512,590,565
1882,90,99,119
1883,140,143,176
1884,124,133,167
1885,430,467,538
1886,147,149,167
1887,123,120,139
1888,147,150,172
1889,76,72,88
1890,77,82,101
1891,84,93,126
1892,44,42,60
1893,523,499,361
1894,197,191,182
1895,99,101,109
1896,630,626,403
1897,382,433,325
1898,216,216,221
1899,391,393,345
1900,111,112,123
1901,841,849,747
1902,141,139,134
1903,930,932,737
1904,142,143,162
1905,269,276,263
1906,266,290,275
1907,781,805,717
1908,310,316,278
1909,213,212,206
1910,285,316,268
1911,209,228,207
1912,176,176,167
1913,168,185,192
1914,87,91,92
1915,115,122,119
1916,42,48,46
1917,18,19,28
1918,61,46,85
1919,70,64,96
1920,59,61,84
1921,106,110,156
1922,25,28,37
1923,98,90,133
1924,23,25,33
1925,231,249,286
1926,23,29,41
1927,63,52,102
1928,59,62,92
1929,192,174,237
1930,51,58,61
1931,46,53,58
1932,36,47,52
1933,33,39,46
1934,28,32,36
1935,52,54,64
1936,20,20,30
1937,365,346,293
1938,191,184,178
1939,132,146,141
1940,345,337,298
1941,317,349,357
1942,251,256,287
1943,379,407,445
1944,115,120,135
1945,525,566,609
1946,91,101,118
1947,791,858,760
1948,139,138,159
1949,350,364,377
1950,280,303,349
1951,726,786,777
1952,232,259,256
1953,216,248,263
1954,196,228,224
1955,301,325,267
1956,133,127,142
1957,161,184,219
1958,122,123,116
1959,265,283,252
1960,123,111,127
1961,84,77,120
1962,165,162,184
1963,136,135,235
1964,193,198,216
1965,314,302,383
1966,73,65,100
1967,289,283,476
1968,76,73,98
1969,517,521,561
1970,127,122,166
1971,247,245,298
1972,178,175,227
1973,425,414,539
1974,254,244,250
1975,170,183,215
1976,158,170,208
1977,70,70,106
1978,67,60,101
1979,123,122,167
1980,51,46,90
1981,265,262,256
1982,173,173,196
1983,97,88,118
1984,357,339,397
1985,231,242,316
1986,174,179,214
1987,248,252,376
1988,77,71,109
1989,469,488,707
1990,105,96,124
1991,522,580,664
1992,117,113,175
1993,232,240,318
1994,180,186,263
1995,472,498,671
1996,155,152,241
1997,208,208,246
1998,149,165,204
1999,150,164,207
2000,113,95,123
2001,163,179,205
2002,89,83,105
2003,439,421,339
2004,201,194,176
2005,52,56,60
2006,216,192,254
2007,218,223,275
2008,268,305,270
2009,297,313,305
2010,67,79,67
2011,626,611,726
2012,118,121,110
2013,699,748,697
2014,120,131,148
2015,292,304,277
2016,252,277,264
2017,707,784,749
2018,225,225,220
2019,228,243,224
2020,238,281,242
2021,160,174,186
2022,164,170,165
2023,160,175,194
2024,48,50,52
2025,142,123,145
2026,359,383,385
2027,189,184,178
2028,65,60,100
2029,258,289,320
2030,441,436,455
2031,921,932,1134
2032,244,251,291
2033,1257,1161,1508
2034,731,700,792
2035,825,870,826
2036,382,335,275
2037,725,729,770
2038,1809,1955,1837
2039,321,280,527
2040,222,228,286
2041,327,330,397
2042,264,257,244
2043,348,325,302
2044,169,138,140
2045,248,271,351
2046,336,327,261
2047,275,245,255
2048,148,139,146
2049,199,167,205
2050,73,57,71
2051,298,254,295
2052,223,200,238
2053,435,428,542
2054,89,89,137
2055,104,87,156
2056,66,54,94
2057,658,678,604
2058,136,122,165
2059,289,277,343
2060,281,283,381
2061,305,295,400
2062,98,103,142
2063,165,152,186
2064,123,123,155
2065,59,46,101
2066,90,76,98
2067,320,317,404
2068,70,57,95
2069,152,170,138
2070,94,95,87
2071,35,36,52
2072,68,61,67
2073,103,99,107
2074,69,66,88
2075,150,142,196
2076,34,29,49
2077,68,54,95
2078,29,27,37
2079,248,254,242
2080,30,30,51
2081,111,105,124
2082,94,87,108
2083,108,105,124
2084,38,43,55
2085,63,61,85
2086,36,38,62
2087,29,29,44
2088,40,37,50
2089,67,63,83
2090,23,20,40
2091,95,94,124
2092,55,57,78
2093,72,70,94
2094,410,355,310
2095,322,346,355
2096,119,116,165
2097,445,476,507
2098,109,109,151
2099,1063,912,1093
2100,192,196,216
2101,571,636,578
2102,146,137,187
2103,307,310,356
2104,198,196,236
2105,460,484,558
2106,267,275,311
2107,253,245,270
2108,375,389,372
2109,149,155,167
2110,211,206,198
2111,102,102,152
2112,68,70,82
2113,112,112,159
2114,202,221,217
2115,273,249,269
2116,383,399,319
2117,622,612,498
2118,141,138,185
2119,519,433,582
2120,247,215,238
2121,1081,936,1013
2122,198,211,212
2123,556,522,542
2124,153,153,203
2125,700,621,630
2126,451,411,484
2127,454,395,479
2128,635,634,637
2129,332,310,317
2130,253,266,263
2131,407,395,428
2132,283,283,247
2133,302,303,329
2134,214,222,230
2135,39,35,80
2136,86,93,80
2137,56,50,71
2138,47,43,69
2139,154,150,154
2140,69,71,95
2141,131,121,172
2142,49,43,73
2143,310,260,437
2144,77,80,83
2145,280,277,283
2146,97,98,119
2147,115,109,140
2148,163,152,218
2149,238,214,281
2150,78,82,94
2151,119,119,131
2152,93,96,106
2153,62,61,88
2154,73,65,74
2155,52,56,90
2156,52,39,73
2157,164,159,234
2158,221,216,272
2159,240,225,288
2160,220,167,253
2161,684,640,753
2162,387,328,484
2163,1180,1303,1701
2164,583,492,710
2165,3000,2525,3464
2166,1006,1002,1057
2167,1654,1634,1599
2168,616,579,768
2169,1313,1222,1516
2170,908,961,1246
2171,929,823,1047
2172,601,527,757
2173,811,756,917
2174,721,692,827
2175,854,784,1037
2176,369,344,399
2177,241,220,348
2178,373,390,447
2179,112,131,181
2180,150,196,245
2181,127,152,213
2182,185,186,226
2183,259,318,342
2184,179,212,283
2185,375,481,658
2186,234,244,270
2187,1408,1347,1375
2188,137,172,198
2189,397,437,613
2190,139,173,229
2191,439,482,615
2192,395,519,654
2193,416,412,609
2194,376,462,520
2195,216,283,348
2196,202,251,295
2197,299,377,413
2198,90,103,146
2199,154,181,263
2200,189,253,264
2201,110,101,144
2202,203,213,210
2203,165,164,187
2204,101,99,128
2205,223,240,286
2206,205,213,254
2207,360,346,448
2208,145,143,182
2209,611,607,864
2210,165,176,178
2211,559,582,564
2212,170,174,208
2213,353,369,403
2214,337,352,406
2215,449,467,526
2216,379,401,414
2217,190,211,248
2218,253,283,289
2219,208,222,253
2220,105,100,142
2221,121,129,183
2222,158,150,178
2223,88,57,79
2224,16,11,21
2225,19,14,26
2226,163,146,133
2227,39,34,36
2228,43,25,38
2229,168,155,170
2230,61,42,61
2231,470,492,490
2232,18,11,20
2233,246,233,238
2234,21,15,29
2235,188,153,188
2236,94,78,105
2237,234,216,244
2238,39,27,34
2239,28,19,30
2240,47,30,45
2241,61,49,68
2242,16,11,20
2243,17,13,24
2244,28,17,30
2245,140,154,169
2246,255,247,265
2247,118,112,156
2248,130,112,137
2249,167,175,300
2250,177,181,230
2251,394,373,525
2252,181,152,208
2253,1409,1313,1820
2254,200,196,203
2255,533,555,554
2256,139,142,184
2257,381,368,494
2258,293,300,395
2259,606,622,622
2260,271,272,300
2261,220,233,288
2262,375,378,380
2263,245,248,316
2264,127,135,155
2265,146,150,209
2266,127,111,153
2267,180,190,196
2268,95,96,131
2269,105,109,135
2270,302,289,246
2271,174,190,206
2272,144,166,202
2273,478,483,550
2274,216,200,240
2275,717,642,1192
2276,102,99,127
2277,602,646,615
2278,105,119,158
2279,483,502,549
2280,266,290,365
2281,751,768,717
2282,248,252,263
2283,223,229,256
2284,264,280,262
2285,447,432,432
2286,109,107,129
2287,122,139,159
2288,257,247,247
2289,183,193,185
2290,57,54,58
2291,31,34,59
2292,299,304,248
2293,85,95,149
2294,65,66,90
2295,138,148,179
2296,29,27,41
2297,161,143,293
2298,38,37,54
2299,205,207,220
2300,40,37,63
2301,113,106,120
2302,86,91,112
2303,85,80,105
2304,78,81,93
2305,77,79,96
2306,66,61,76
2307,63,63,87
2308,97,100,90
2309,116,124,138
2310,42,44,61
2311,39,28,51
2312,52,41,60
2313,30,19,39
2314,14,12,24
2315,87,81,98
2316,130,108,125
2317,192,208,219
2318,51,37,59
2319,204,177,278
2320,27,18,37
2321,263,277,236
2322,91,71,89
2323,127,140,150
2324,294,247,241
2325,269,250,296
2326,80,66,81
2327,85,79,90
2328,79,54,74
2329,31,22,46
2330,15,8,23
2331,43,41,64
2332,21,12,30
2333,12,12,18
2334,41,37,38
2335,21,20,24
2336,24,23,23
2337,37,40,50
2338,67,73,66
2339,179,175,159
2340,10,11,19
2341,12,11,26
2342,11,12,17
2343,120,129,113
2344,44,43,45
2345,121,120,112
2346,79,77,73
2347,117,118,135
2348,69,75,62
2349,84,86,79
2350,21,21,25
2351,26,29,37
2352,12,13,17
2353,31,34,37
2354,19,18,20
2355,124,147,144
2356,69,78,101
2357,49,45,78
2358,88,87,101
2359,343,299,291
2360,347,326,327
2361,423,363,496
2362,67,62,85
2363,526,484,606
2364,93,89,100
2365,1137,1185,890
2366,202,193,226
2367,292,243,319
2368,729,724,669
2369,716,704,704
2370,236,206,243
2371,224,198,239
2372,242,228,228
2373,77,73,102
2374,189,183,160
2375,109,113,141
2376,50,40,78
2377,12,13,20
2378,91,103,94
2379,193,170,176
2380,17,18,31
2381,411,397,328
2382,135,129,139
2383,576,549,495
2384,385,408,333
2385,224,175,236
2386,111,120,95
2387,222,231,174
2388,68,73,84
2389,901,892,751
2390,375,433,407
2391,254,242,254
2392,65,68,79
2393,114,119,125
2394,100,123,108
2395,270,274,252
2396,46,43,63
2397,150,146,160
2398,192,183,178
2399,108,125,145
2400,156,152,156
2401,94,98,130
2402,112,125,141
2403,316,268,280
2404,346,360,338
2405,338,317,460
2406,88,85,133
2407,295,260,418
2408,94,93,126
2409,568,556,528
2410,182,187,232
2411,410,362,444
2412,495,450,511
2413,577,574,668
2414,196,186,231
2415,194,177,215
2416,139,135,178
2417,68,69,137
2418,106,98,130
2419,164,153,209
2420,56,45,102
2421,76,86,95
2422,100,107,124
2423,37,33,59
2424,53,54,58
2425,210,179,213
2426,179,160,212
2427,360,314,394
2428,45,37,64
2429,258,197,297
2430,72,73,85
2431,586,568,483
2432,81,83,117
2433,374,328,398
2434,269,269,308
2435,314,271,325
2436,111,112,128
2437,85,90,119
2438,160,138,170
2439,40,34,66
2440,68,58,80
2441,112,103,129
2442,32,29,50
2465,152,155,203
2466,129,135,137
2467,36,38,53
2468,56,52,67
2469,276,270,309
2470,354,335,343
2471,218,198,293
2472,45,45,62
2473,497,405,599
2474,115,124,134
2475,609,582,618
2476,170,161,189
2477,269,246,311
2478,268,261,352
2479,472,453,584
2480,231,200,246
2481,171,162,217
2482,261,247,262
2483,46,42,74
2484,171,168,179
2485,100,104,130
2486,44,42,52
2487,186,173,169
2488,241,244,200
2489,146,139,147
2490,256,238,203
2491,180,207,273
2492,161,168,166
2493,180,193,320
2494,128,118,136
2495,403,412,504
2496,149,135,136
2497,361,380,352
2498,120,122,143
2499,352,359,332
2500,157,169,253
2501,245,243,277
2502,197,214,181
2503,209,212,205
2504,120,127,140
2505,138,150,165
2506,227,220,184
2507,165,177,174
2508,184,177,172
2509,127,136,151
2510,173,184,172
2511,119,112,133
2512,86,81,95
2513,168,155,237
2514,578,539,447
2515,517,477,493
2516,177,176,158
2517,156,152,346
2518,224,214,167
2519,269,281,464
2520,221,198,208
2521,509,433,421
2522,878,808,588
2523,361,311,362
2524,220,183,185
2525,369,304,281
2526,252,244,231
2527,95,91,133
2528,219,218,157
2529,330,323,287
2530,76,62,100
2531,22,10,30
2532,75,64,56
2533,89,87,59
2534,21,17,27
2535,93,93,72
2536,79,76,77
2537,248,230,194
2538,58,50,44
2539,26,17,44
2540,16,10,20
2541,72,74,71
2542,62,50,56
2543,124,115,91
2544,202,193,159
2545,41,39,59
2546,77,83,71
2547,271,257,176
2548,18,12,28
2549,41,32,43
2550,50,38,40
2551,203,199,125
2552,58,55,46
2553,44,44,89
2554,284,249,224
2555,181,158,183
2556,79,64,100
2557,563,508,475
2558,162,167,199
2559,342,311,408
2560,455,407,425
2561,218,206,294
2562,102,106,117
2563,408,398,388
2564,124,135,161
2565,661,628,572
2566,478,463,513
2567,181,182,274
2568,136,130,170
2569,229,208,238
2570,86,94,128
2571,87,81,120
2572,351,323,278
2573,353,334,378
2574,88,73,104
2575,141,135,210
2576,344,356,430
2577,464,436,419
2578,94,91,173
2579,645,694,661
2580,345,352,387
2581,326,336,595
2582,324,304,371
2583,402,386,675
2584,211,212,214
2585,601,615,747
2586,222,201,247
2587,499,531,640
2588,561,564,795
2589,372,370,716
2590,189,202,341
2591,314,323,453
2592,205,210,270
2593,138,156,208
2594,434,472,504
2595,283,316,459
2596,144,142,179
2597,25,24,30
2598,806,758,510
2599,60,53,50
2600,70,59,58
2601,389,404,351
2602,115,97,98
2603,280,233,219
2604,101,96,78
2605,256,187,214
2606,32,30,30
2607,400,382,315
2608,51,50,54
2609,474,422,377
2610,552,495,418
2611,240,223,207
2612,206,191,168
2613,197,183,144
2614,98,80,78
2615,127,118,109
2616,478,449,282
2617,111,108,94
2618,26,22,23
2619,35,23,47
2620,125,134,120
2621,65,48,59
2622,65,54,73
2623,329,313,255
2624,68,56,77
2625,158,131,184
2626,89,82,89
2627,117,103,147
2628,76,65,75
2629,179,154,180
2630,61,42,72
2631,314,260,283
2632,200,184,224
2633,103,103,148
2634,39,33,58
2635,102,113,105
2636,56,47,69
2637,13,7,25
2638,270,227,188
2639,181,163,158
2640,9,6,21
2641,94,103,114
2642,45,41,77
2643,42,37,63
2644,31,28,45
2645,123,118,168
2646,165,140,214
2647,191,140,269
2648,60,53,95
2649,181,143,283
2650,56,51,88
2651,434,417,451
2652,105,95,173
2653,125,102,171
2654,387,294,428
2655,180,142,268
2656,122,106,168
2657,139,113,181
2658,55,49,85
2659,30,25,60
2660,36,31,67
2661,74,78,117
2662,11,9,24
2663,66,70,71
2664,71,65,66
2665,42,41,55
2666,57,56,62
2667,148,140,147
2668,106,111,114
2669,85,88,123
2670,25,25,36
2671,291,294,299
2672,106,103,88
2673,227,238,232
2674,50,50,63
2675,70,70,95
2676,79,81,101
2677,195,194,204
2678,121,130,124
2679,189,195,171
2680,63,65,70
2681,63,59,73
2682,66,62,67
2683,157,191,188
2684,40,37,52
2685,226,239,239
2686,296,276,278
2687,168,172,170
2688,280,272,244
2689,262,273,305
2690,133,134,173
2691,422,415,433
2692,192,187,181
2693,2058,1816,1838
2694,334,311,259
2695,691,700,616
2696,167,167,191
2697,331,322,313
2698,306,303,308
2699,659,669,594
2700,322,319,285
2701,297,302,287
2702,280,285,275
2703,610,671,531
2704,98,101,116
2705,292,284,286
2706,320,303,244
2707,334,312,402
2708,377,416,436
2709,283,291,297
2710,276,250,270
2711,614,682,808
2712,445,469,504
2713,1005,1120,1170
2714,383,383,416
2715,5822,5577,4278
2716,1093,1027,836
2717,1909,2004,1864
2718,488,481,464
2719,927,949,1073
2720,891,929,1042
2721,1640,1676,1373
2722,699,725,741
2723,662,732,720
2724,1399,1430,1064
2725,1910,1874,1265
2726,259,273,284
2727,393,408,495
2728,1042,1007,833
2729,137,129,139
2730,305,295,291
2731,202,206,196
2732,253,250,257
2733,308,309,381
2734,124,126,155
2735,363,359,387
2736,170,164,155
2737,1417,1423,1281
2738,235,235,220
2739,407,425,435
2740,123,128,144
2741,341,346,337
2742,299,306,320
2743,353,358,416
2744,212,231,223
2745,232,237,234
2746,98,96,130
2747,488,463,403
2748,143,136,139
2749,183,180,170
2750,239,241,216
2751,125,137,186
2752,234,225,302
2753,120,120,153
2754,103,100,146
2755,228,240,391
2756,194,207,270
2757,407,427,532
2758,148,153,190
2759,3914,3894,2910
2760,442,444,351
2761,952,1031,898
2762,264,270,293
2763,391,411,466
2764,517,482,580
2765,1311,1349,1078
2766,386,404,447
2767,389,433,433
2768,510,554,489
2769,526,535,528
2770,119,121,143
2771,160,181,254
2772,268,262,307
2773,183,187,194
2774,1343,1408,1481
2775,703,669,535
2776,102,99,114
2777,1364,1298,1064
2778,1411,1300,1002
2779,1706,1966,1800
2780,1436,1371,1142
2781,1338,1335,1213
2782,1031,1008,1119
2783,1474,1498,1331
2784,767,715,637
2785,2422,2540,2212
2786,1831,2193,1838
2787,995,1019,994
2788,1018,1020,835
2789,1245,1301,993
2790,500,438,406
2791,1317,1200,888
2792,254,273,258
2793,1336,1221,998
2794,822,766,652
2795,254,236,293
2796,490,481,493
2797,532,491,478
2798,100,93,154
2799,707,755,822
2800,787,806,753
2801,1112,1275,1415
2802,515,507,520
2803,3444,3521,2891
2804,549,527,483
2805,1129,1123,1335
2806,604,647,597
2807,1746,1700,1726
2808,1329,1497,1703
2809,738,775,955
2810,919,948,853
2811,1074,1169,993
2812,343,359,402
2813,401,388,395
2814,457,429,429
2815,429,408,439
2816,516,517,501
2817,1311,1397,866
2818,182,199,181
2819,209,231,168
2820,1572,1493,893
2821,373,451,374
2822,430,529,392
2823,1358,1520,1095
2824,473,543,353
2825,1260,1364,1010
2826,202,210,166
2827,1407,1544,1108
2828,274,295,233
2829,1103,1223,824
2830,995,1089,776
2831,1195,1290,970
2832,391,406,329
2833,325,346,277
2834,341,353,286
2835,480,495,378
2836,160,177,149
2837,404,436,342
2838,362,442,261
2839,207,205,232
2840,47,49,80
2841,28,28,49
2842,42,35,65
2843,124,116,163
2844,199,245,258
2845,202,215,217
2846,33,35,53
2847,231,252,323
2848,61,66,70
2849,596,634,586
2850,149,157,142
2851,126,120,158
2852,164,183,190
2853,385,370,416
2854,133,138,159
2855,150,174,170
2856,56,59,88
2857,42,43,59
2858,45,45,71
2859,67,66,95
2860,19,17,35
2861,866,844,734
2862,303,322,326
2863,325,295,308
2864,514,454,441
2865,735,782,736
2866,710,782,670
2867,602,637,914
2868,419,414,451
2869,757,795,975
2870,346,341,358
2871,699,707,934
2872,867,870,735
2873,684,720,719
2874,1032,1047,974
2875,937,965,903
2876,875,927,793
2877,906,973,809
2878,410,415,402
2879,342,353,343
2880,340,334,358
2881,268,274,335
2882,199,203,218
2883,479,542,506
2884,282,330,308
2885,304,310,275
2886,86,81,120
2887,1096,1200,1126
2888,1673,1743,1205
2889,1579,1768,1805
2890,563,636,580
2891,642,651,1187
2892,728,840,571
2893,2492,2552,2377
2894,1296,1506,1069
2895,1439,1562,1472
2896,1131,1173,1764
2897,772,773,1226
2898,997,1125,898
2899,1190,1308,1003
2900,699,793,587
2901,459,502,430
2902,301,303,252
2903,391,427,433
2904,185,178,184
2905,102,112,177
2906,357,415,376
2907,272,277,291
2908,219,251,259
2909,1033,965,822
2910,473,506,579
2911,933,916,1189
2912,485,509,543
2913,965,910,1115
2914,625,650,542
2915,704,655,852
2916,557,555,605
2917,1120,1052,1018
2918,951,989,1197
2919,1040,931,1655
2920,461,506,545
2921,634,650,672
2922,530,589,607
2923,243,275,288
2924,511,519,420
2925,580,698,852
2926,158,164,164
2927,52,62,81
2928,342,389,353
2929,280,310,328
2930,67,78,87
2931,570,562,529
2932,469,468,443
2933,967,968,879
2934,628,623,548
2935,909,886,832
2936,447,462,427
2937,599,639,628
2938,363,380,397
2939,1140,1101,879
2940,949,912,803
2941,566,590,621
2942,443,425,410
2943,496,522,472
2944,259,285,318
2945,425,427,421
2946,260,278,269
2947,531,573,525
2948,306,324,297
2949,94,79,125
2950,649,700,567
2951,482,488,403
2952,87,68,107
2953,911,940,871
2954,729,799,743
2955,1251,1323,1104
2956,580,605,591
2957,780,800,862
2958,589,558,422
2959,1058,1084,942
2960,544,585,503
2961,1420,1455,1193
2962,1286,1292,1104
2963,765,809,882
2964,637,646,695
2965,610,662,630
2966,415,445,402
2967,383,402,322
2968,322,323,267
2969,480,533,501
2970,617,631,507
2971,250,275,330
2972,887,861,1002
2973,734,688,796
2974,250,259,294
2975,1453,1534,1592
2976,1123,1179,1264
2977,1723,1954,2305
2978,635,622,780
2979,1462,1440,1942
2980,648,611,664
2981,2003,2034,2326
2982,766,761,875
2983,1597,1512,1768
2984,1806,2016,2332
2985,1193,1196,1606
2986,993,1032,1176
2987,1212,1253,1251
2988,514,576,637
2989,944,941,987
2990,481,469,538
2991,558,625,833
2992,733,707,713
2993,568,645,445
2994,367,416,337
2995,464,514,355
2996,928,984,640
2997,589,694,556
2998,713,805,670
2999,1097,1188,982
3000,691,748,511
3001,511,513,548
3002,143,160,140
3003,1417,1443,1065
3004,294,338,271
3005,1560,1576,1090
3006,969,1081,891
3007,657,740,703
3008,255,294,260
3009,407,450,363
3010,225,265,241
3011,189,217,173
3012,299,319,247
3013,452,520,390
3014,107,123,105
3015,63,64,95
3016,1165,1111,1008
3017,932,954,735
3018,254,240,287
3019,2291,2328,1624
3020,348,372,389
3021,2270,2641,2387
3022,901,950,912
3023,2205,2260,1844
3024,432,417,290
3025,775,780,786
3026,353,364,339
3027,2817,2832,2387
3028,1555,1668,1492
3029,639,676,703
3030,419,439,448
3031,1116,1040,955
3032,491,499,465
3033,1467,1504,1217
3034,205,215,226
3035,622,659,627
3036,1612,1748,1217
3037,1323,1285,878
3038,873,919,913
3039,652,661,572
3040,675,609,573
3041,1742,1874,1584
3042,1716,1782,1555
3043,1978,2414,2445
3044,1109,1118,1116
3045,925,788,1272
3046,499,560,521
3047,2209,2243,2696
3048,1102,1202,1183
3049,2480,2620,2445
3050,2566,3079,2803
3051,1501,1601,1525
3052,1082,1062,1195
3053,1378,1480,1453
3054,800,821,860
3055,652,646,699
3056,688,641,621
3057,935,928,898
3058,333,364,379
3059,263,262,251
3060,472,540,497
3061,609,654,541
3062,110,114,166
3063,1084,1169,928
3064,884,981,896
3065,2412,2690,2260
3066,1170,1201,1130
3067,571,562,601
3068,220,235,218
3069,1229,1325,1095
3070,363,373,354
3071,3344,3366,2555
3072,1704,1952,1705
3073,609,619,629
3074,215,215,264
3075,437,464,396
3076,307,316,323
3077,874,913,811
3078,235,261,240
3079,763,806,686
3080,718,759,587
3081,255,249,277
3082,448,437,421
3083,503,518,411
3084,968,860,739
3085,733,790,748
3086,599,652,582
3087,1498,1648,1307
3088,425,474,411
3089,913,895,911
3090,212,204,230
3091,1293,1357,1117
3092,329,316,346
3093,1409,1587,1183
3094,1414,1558,1207
3095,811,848,878
3096,449,473,476
3097,420,446,431
3098,382,411,429
3099,832,814,626
3100,340,334,297
3101,502,539,470
3102,986,1005,725
3103,372,324,337
3104,277,244,272
3105,120,100,121
3106,167,193,188
3107,373,333,378
3108,394,367,376
3109,502,475,585
3110,104,77,120
3111,491,477,569
3112,161,150,155
3113,649,619,629
3114,310,272,298
3115,426,348,424
3116,371,295,356
3117,661,626,696
3118,321,285,304
3119,390,358,358
3120,243,255,253
3121,206,212,222
3122,181,184,183
3123,153,164,192
3124,167,146,147
3125,385,356,429
3126,455,454,499
3127,486,477,485
3128,399,411,404
3129,1539,1621,1570
3130,992,1027,1065
3131,1276,1295,1753
3132,499,478,570
3133,933,812,1399
3134,321,331,367
3135,1708,1512,1916
3136,499,505,560
3137,2088,1857,2306
3138,1537,1579,2306
3139,1467,1481,1579
3140,505,513,596
3141,648,667,828
3142,515,502,570
3143,814,811,800
3144,353,344,384
3145,423,450,559
3146,810,779,676
3147,576,635,737
3148,244,248,271
3149,243,245,251
3150,423,442,429
3151,464,488,572
3152,540,569,538
